"","Industry","AgeRange","Gender","Year","NLT_Claims","LT_Claims"
"2357","Municipal","65+","Female","X2018",11,11
"2358","Municipal","65+","Female","X2019",9,12
"2359","Municipal","65+","Male","X2011",36,10
"2360","Municipal","65+","Male","X2012",52,8
"2361","Municipal","65+","Male","X2013",29,10
"2362","Municipal","65+","Male","X2014",43,7
"2363","Municipal","65+","Male","X2015",38,9
"2364","Municipal","65+","Male","X2016",46,11
"2365","Municipal","65+","Male","X2017",44,14
"2366","Municipal","65+","Male","X2018",43,10
"2367","Municipal","65+","Male","X2019",41,24
"2368","Primary Metals","15-19","Female","X2011",0,0
"2369","Primary Metals","15-19","Female","X2012",1,0
"2370","Primary Metals","15-19","Female","X2013",1,1
"2371","Primary Metals","15-19","Female","X2014",2,0
"2372","Primary Metals","15-19","Female","X2015",2,0
"2373","Primary Metals","15-19","Female","X2016",8,0
"2374","Primary Metals","15-19","Female","X2017",9,0
"2375","Primary Metals","15-19","Female","X2018",5,0
"2376","Primary Metals","15-19","Female","X2019",4,0
"2377","Primary Metals","15-19","Male","X2011",17,6
"2378","Primary Metals","15-19","Male","X2012",18,3
"2379","Primary Metals","15-19","Male","X2013",12,1
"2380","Primary Metals","15-19","Male","X2014",14,1
"2381","Primary Metals","15-19","Male","X2015",8,9
"2382","Primary Metals","15-19","Male","X2016",10,3
"2383","Primary Metals","15-19","Male","X2017",13,0
"2384","Primary Metals","15-19","Male","X2018",28,3
"2385","Primary Metals","15-19","Male","X2019",17,1
"2386","Primary Metals","20-24","Female","X2011",2,0
"2387","Primary Metals","20-24","Female","X2012",7,1
"2388","Primary Metals","20-24","Female","X2013",3,0
"2389","Primary Metals","20-24","Female","X2014",12,1
"2390","Primary Metals","20-24","Female","X2015",6,0
"2391","Primary Metals","20-24","Female","X2016",6,0
"2392","Primary Metals","20-24","Female","X2017",12,2
"2393","Primary Metals","20-24","Female","X2018",14,1
"2394","Primary Metals","20-24","Female","X2019",13,3
"2395","Primary Metals","20-24","Male","X2011",61,13
"2396","Primary Metals","20-24","Male","X2012",69,11
"2397","Primary Metals","20-24","Male","X2013",58,13
"2398","Primary Metals","20-24","Male","X2014",71,14
"2399","Primary Metals","20-24","Male","X2015",68,8
"2400","Primary Metals","20-24","Male","X2016",61,5
"2401","Primary Metals","20-24","Male","X2017",66,12
"2402","Primary Metals","20-24","Male","X2018",108,20
"2403","Primary Metals","20-24","Male","X2019",92,17
"2404","Primary Metals","25-29","Female","X2011",3,0
"2405","Primary Metals","25-29","Female","X2012",8,1
"2406","Primary Metals","25-29","Female","X2013",6,3
"2407","Primary Metals","25-29","Female","X2014",10,0
"2408","Primary Metals","25-29","Female","X2015",13,2
"2409","Primary Metals","25-29","Female","X2016",14,2
"2410","Primary Metals","25-29","Female","X2017",15,0
"2411","Primary Metals","25-29","Female","X2018",19,4
"2412","Primary Metals","25-29","Female","X2019",13,5
"2413","Primary Metals","25-29","Male","X2011",106,18
"2414","Primary Metals","25-29","Male","X2012",128,20
"2415","Primary Metals","25-29","Male","X2013",103,18
"2416","Primary Metals","25-29","Male","X2014",120,19
"2417","Primary Metals","25-29","Male","X2015",102,11
"2418","Primary Metals","25-29","Male","X2016",99,11
"2419","Primary Metals","25-29","Male","X2017",125,12
"2420","Primary Metals","25-29","Male","X2018",148,23
"2421","Primary Metals","25-29","Male","X2019",148,31
"2422","Primary Metals","30-34","Female","X2011",7,1
"2423","Primary Metals","30-34","Female","X2012",11,0
"2424","Primary Metals","30-34","Female","X2013",5,1
"2425","Primary Metals","30-34","Female","X2014",7,0
"2426","Primary Metals","30-34","Female","X2015",5,1
"2427","Primary Metals","30-34","Female","X2016",5,1
"2428","Primary Metals","30-34","Female","X2017",21,2
"2429","Primary Metals","30-34","Female","X2018",12,3
"2430","Primary Metals","30-34","Female","X2019",7,3
"2431","Primary Metals","30-34","Male","X2011",144,24
"2432","Primary Metals","30-34","Male","X2012",165,19
"2433","Primary Metals","30-34","Male","X2013",142,17
"2434","Primary Metals","30-34","Male","X2014",130,17
"2435","Primary Metals","30-34","Male","X2015",105,12
"2436","Primary Metals","30-34","Male","X2016",145,12
"2437","Primary Metals","30-34","Male","X2017",135,18
"2438","Primary Metals","30-34","Male","X2018",142,35
"2439","Primary Metals","30-34","Male","X2019",162,20
"2440","Primary Metals","35-39","Female","X2011",9,3
"2441","Primary Metals","35-39","Female","X2012",15,2
"2442","Primary Metals","35-39","Female","X2013",10,3
"2443","Primary Metals","35-39","Female","X2014",16,2
"2444","Primary Metals","35-39","Female","X2015",10,0
"2445","Primary Metals","35-39","Female","X2016",10,1
"2446","Primary Metals","35-39","Female","X2017",13,2
"2447","Primary Metals","35-39","Female","X2018",15,3
"2448","Primary Metals","35-39","Female","X2019",17,0
"2449","Primary Metals","35-39","Male","X2011",184,29
"2450","Primary Metals","35-39","Male","X2012",154,29
"2451","Primary Metals","35-39","Male","X2013",124,13
"2452","Primary Metals","35-39","Male","X2014",156,25
"2453","Primary Metals","35-39","Male","X2015",121,11
"2454","Primary Metals","35-39","Male","X2016",116,21
"2455","Primary Metals","35-39","Male","X2017",137,25
"2456","Primary Metals","35-39","Male","X2018",148,35
"2457","Primary Metals","35-39","Male","X2019",151,24
"2458","Primary Metals","40-44","Female","X2011",11,2
"2459","Primary Metals","40-44","Female","X2012",13,0
"2460","Primary Metals","40-44","Female","X2013",13,2
"2461","Primary Metals","40-44","Female","X2014",15,3
"2462","Primary Metals","40-44","Female","X2015",13,0
"2463","Primary Metals","40-44","Female","X2016",22,3
"2464","Primary Metals","40-44","Female","X2017",18,3
"2465","Primary Metals","40-44","Female","X2018",16,4
"2466","Primary Metals","40-44","Female","X2019",16,7
"2467","Primary Metals","40-44","Male","X2011",193,33
"2468","Primary Metals","40-44","Male","X2012",184,30
"2469","Primary Metals","40-44","Male","X2013",181,24
"2470","Primary Metals","40-44","Male","X2014",149,20
"2471","Primary Metals","40-44","Male","X2015",139,13
"2472","Primary Metals","40-44","Male","X2016",138,17
"2473","Primary Metals","40-44","Male","X2017",134,33
"2474","Primary Metals","40-44","Male","X2018",169,32
"2475","Primary Metals","40-44","Male","X2019",164,26
"2476","Primary Metals","45-49","Female","X2011",17,5
"2477","Primary Metals","45-49","Female","X2012",26,3
"2478","Primary Metals","45-49","Female","X2013",17,2
"2479","Primary Metals","45-49","Female","X2014",14,5
"2480","Primary Metals","45-49","Female","X2015",15,1
"2481","Primary Metals","45-49","Female","X2016",12,1
"2482","Primary Metals","45-49","Female","X2017",16,4
"2483","Primary Metals","45-49","Female","X2018",20,6
"2484","Primary Metals","45-49","Female","X2019",24,4
"2485","Primary Metals","45-49","Male","X2011",281,48
"2486","Primary Metals","45-49","Male","X2012",197,29
"2487","Primary Metals","45-49","Male","X2013",192,24
"2488","Primary Metals","45-49","Male","X2014",164,20
"2489","Primary Metals","45-49","Male","X2015",148,13
"2490","Primary Metals","45-49","Male","X2016",144,17
"2491","Primary Metals","45-49","Male","X2017",127,27
"2492","Primary Metals","45-49","Male","X2018",153,30
"2493","Primary Metals","45-49","Male","X2019",164,37
"2494","Primary Metals","50-54","Female","X2011",24,5
"2495","Primary Metals","50-54","Female","X2012",20,5
"2496","Primary Metals","50-54","Female","X2013",18,5
"2497","Primary Metals","50-54","Female","X2014",24,5
"2498","Primary Metals","50-54","Female","X2015",21,4
"2499","Primary Metals","50-54","Female","X2016",13,1
"2500","Primary Metals","50-54","Female","X2017",16,6
"2501","Primary Metals","50-54","Female","X2018",17,3
"2502","Primary Metals","50-54","Female","X2019",22,4
"2503","Primary Metals","50-54","Male","X2011",309,46
"2504","Primary Metals","50-54","Male","X2012",309,52
"2505","Primary Metals","50-54","Male","X2013",254,43
"2506","Primary Metals","50-54","Male","X2014",247,41
"2507","Primary Metals","50-54","Male","X2015",223,30
"2508","Primary Metals","50-54","Male","X2016",204,31
"2509","Primary Metals","50-54","Male","X2017",184,26
"2510","Primary Metals","50-54","Male","X2018",163,38
"2511","Primary Metals","50-54","Male","X2019",161,24
"2512","Primary Metals","55-59","Female","X2011",10,0
"2513","Primary Metals","55-59","Female","X2012",8,4
"2514","Primary Metals","55-59","Female","X2013",8,1
"2515","Primary Metals","55-59","Female","X2014",9,3
"2516","Primary Metals","55-59","Female","X2015",15,0
"2517","Primary Metals","55-59","Female","X2016",26,1
"2518","Primary Metals","55-59","Female","X2017",22,2
"2519","Primary Metals","55-59","Female","X2018",19,3
"2520","Primary Metals","55-59","Female","X2019",25,2
"2521","Primary Metals","55-59","Male","X2011",177,45
"2522","Primary Metals","55-59","Male","X2012",218,33
"2523","Primary Metals","55-59","Male","X2013",203,22
"2524","Primary Metals","55-59","Male","X2014",193,22
"2525","Primary Metals","55-59","Male","X2015",181,27
"2526","Primary Metals","55-59","Male","X2016",203,19
"2527","Primary Metals","55-59","Male","X2017",205,34
"2528","Primary Metals","55-59","Male","X2018",218,38
"2529","Primary Metals","55-59","Male","X2019",197,47
"2530","Primary Metals","60-64","Female","X2011",1,2
"2531","Primary Metals","60-64","Female","X2012",4,1
"2532","Primary Metals","60-64","Female","X2013",4,0
"2533","Primary Metals","60-64","Female","X2014",0,0
"2534","Primary Metals","60-64","Female","X2015",6,1
"2535","Primary Metals","60-64","Female","X2016",7,0
"2536","Primary Metals","60-64","Female","X2017",8,0
"2537","Primary Metals","60-64","Female","X2018",8,3
"2538","Primary Metals","60-64","Female","X2019",5,1
"2539","Primary Metals","60-64","Male","X2011",82,16
"2540","Primary Metals","60-64","Male","X2012",86,10
"2541","Primary Metals","60-64","Male","X2013",82,15
"2542","Primary Metals","60-64","Male","X2014",85,9
"2543","Primary Metals","60-64","Male","X2015",95,11
"2544","Primary Metals","60-64","Male","X2016",93,8
"2545","Primary Metals","60-64","Male","X2017",121,15
"2546","Primary Metals","60-64","Male","X2018",120,17
"2547","Primary Metals","60-64","Male","X2019",156,26
"2548","Primary Metals","65+","Female","X2011",3,0
"2549","Primary Metals","65+","Female","X2012",2,0
"2550","Primary Metals","65+","Female","X2013",1,0
"2551","Primary Metals","65+","Female","X2014",1,0
"2552","Primary Metals","65+","Female","X2015",1,0
"2553","Primary Metals","65+","Female","X2016",1,1
"2554","Primary Metals","65+","Female","X2017",5,0
"2555","Primary Metals","65+","Female","X2018",3,0
"2556","Primary Metals","65+","Female","X2019",2,2
"2557","Primary Metals","65+","Male","X2011",54,5
"2558","Primary Metals","65+","Male","X2012",66,5
"2559","Primary Metals","65+","Male","X2013",71,3
"2560","Primary Metals","65+","Male","X2014",72,10
"2561","Primary Metals","65+","Male","X2015",70,7
"2562","Primary Metals","65+","Male","X2016",99,7
"2563","Primary Metals","65+","Male","X2017",121,7
"2564","Primary Metals","65+","Male","X2018",151,7
"2565","Primary Metals","65+","Male","X2019",106,5
"2566","Pulp & Paper","15-19","Female","X2011",1,1
"2567","Pulp & Paper","15-19","Female","X2012",1,1
"2568","Pulp & Paper","15-19","Female","X2013",1,0
"2569","Pulp & Paper","15-19","Female","X2014",0,0
"2570","Pulp & Paper","15-19","Female","X2015",1,0
"2571","Pulp & Paper","15-19","Female","X2016",1,0
"2572","Pulp & Paper","15-19","Female","X2017",1,0
"2573","Pulp & Paper","15-19","Female","X2018",3,0
"2574","Pulp & Paper","15-19","Female","X2019",0,0
"2575","Pulp & Paper","15-19","Male","X2011",2,0
"2576","Pulp & Paper","15-19","Male","X2012",3,0
"2577","Pulp & Paper","15-19","Male","X2013",7,1
"2578","Pulp & Paper","15-19","Male","X2014",4,1
"2579","Pulp & Paper","15-19","Male","X2015",4,0
"2580","Pulp & Paper","15-19","Male","X2016",4,0
"2581","Pulp & Paper","15-19","Male","X2017",4,0
"2582","Pulp & Paper","15-19","Male","X2018",1,0
"2583","Pulp & Paper","15-19","Male","X2019",6,1
"2584","Pulp & Paper","20-24","Female","X2011",4,0
"2585","Pulp & Paper","20-24","Female","X2012",2,0
"2586","Pulp & Paper","20-24","Female","X2013",3,0
"2587","Pulp & Paper","20-24","Female","X2014",2,0
"2588","Pulp & Paper","20-24","Female","X2015",5,0
"2589","Pulp & Paper","20-24","Female","X2016",2,1
"2590","Pulp & Paper","20-24","Female","X2017",2,1
"2591","Pulp & Paper","20-24","Female","X2018",8,2
"2592","Pulp & Paper","20-24","Female","X2019",9,3
"2593","Pulp & Paper","20-24","Male","X2011",15,6
"2594","Pulp & Paper","20-24","Male","X2012",11,5
"2595","Pulp & Paper","20-24","Male","X2013",18,3
"2596","Pulp & Paper","20-24","Male","X2014",18,2
"2597","Pulp & Paper","20-24","Male","X2015",20,4
"2598","Pulp & Paper","20-24","Male","X2016",18,4
"2599","Pulp & Paper","20-24","Male","X2017",34,3
"2600","Pulp & Paper","20-24","Male","X2018",23,8
"2601","Pulp & Paper","20-24","Male","X2019",21,6
"2602","Pulp & Paper","25-29","Female","X2011",2,2
"2603","Pulp & Paper","25-29","Female","X2012",3,0
"2604","Pulp & Paper","25-29","Female","X2013",4,0
"2605","Pulp & Paper","25-29","Female","X2014",2,1
"2606","Pulp & Paper","25-29","Female","X2015",0,0
"2607","Pulp & Paper","25-29","Female","X2016",4,0
"2608","Pulp & Paper","25-29","Female","X2017",4,2
"2609","Pulp & Paper","25-29","Female","X2018",7,0
"2610","Pulp & Paper","25-29","Female","X2019",9,1
"2611","Pulp & Paper","25-29","Male","X2011",30,7
"2612","Pulp & Paper","25-29","Male","X2012",16,2
"2613","Pulp & Paper","25-29","Male","X2013",23,6
"2614","Pulp & Paper","25-29","Male","X2014",31,8
"2615","Pulp & Paper","25-29","Male","X2015",26,6
"2616","Pulp & Paper","25-29","Male","X2016",33,3
"2617","Pulp & Paper","25-29","Male","X2017",26,6
"2618","Pulp & Paper","25-29","Male","X2018",37,8
"2619","Pulp & Paper","25-29","Male","X2019",34,9
"2620","Pulp & Paper","30-34","Female","X2011",3,0
"2621","Pulp & Paper","30-34","Female","X2012",3,0
"2622","Pulp & Paper","30-34","Female","X2013",6,0
"2623","Pulp & Paper","30-34","Female","X2014",0,0
"2624","Pulp & Paper","30-34","Female","X2015",2,2
"2625","Pulp & Paper","30-34","Female","X2016",2,2
"2626","Pulp & Paper","30-34","Female","X2017",3,1
"2627","Pulp & Paper","30-34","Female","X2018",6,3
"2628","Pulp & Paper","30-34","Female","X2019",4,0
"2629","Pulp & Paper","30-34","Male","X2011",34,4
"2630","Pulp & Paper","30-34","Male","X2012",30,7
"2631","Pulp & Paper","30-34","Male","X2013",31,7
"2632","Pulp & Paper","30-34","Male","X2014",41,4
"2633","Pulp & Paper","30-34","Male","X2015",33,5
"2634","Pulp & Paper","30-34","Male","X2016",34,7
"2635","Pulp & Paper","30-34","Male","X2017",41,3
"2636","Pulp & Paper","30-34","Male","X2018",33,4
"2637","Pulp & Paper","30-34","Male","X2019",37,2
"2638","Pulp & Paper","35-39","Female","X2011",9,5
"2639","Pulp & Paper","35-39","Female","X2012",4,3
"2640","Pulp & Paper","35-39","Female","X2013",2,0
"2641","Pulp & Paper","35-39","Female","X2014",4,1
"2642","Pulp & Paper","35-39","Female","X2015",7,2
"2643","Pulp & Paper","35-39","Female","X2016",3,0
"2644","Pulp & Paper","35-39","Female","X2017",4,3
"2645","Pulp & Paper","35-39","Female","X2018",3,1
"2646","Pulp & Paper","35-39","Female","X2019",9,1
"2647","Pulp & Paper","35-39","Male","X2011",41,5
"2648","Pulp & Paper","35-39","Male","X2012",32,12
"2649","Pulp & Paper","35-39","Male","X2013",30,4
"2650","Pulp & Paper","35-39","Male","X2014",41,13
"2651","Pulp & Paper","35-39","Male","X2015",25,5
"2652","Pulp & Paper","35-39","Male","X2016",37,6
"2653","Pulp & Paper","35-39","Male","X2017",31,6
"2654","Pulp & Paper","35-39","Male","X2018",27,8
"2655","Pulp & Paper","35-39","Male","X2019",35,12
"2656","Pulp & Paper","40-44","Female","X2011",18,0
"2657","Pulp & Paper","40-44","Female","X2012",8,3
"2658","Pulp & Paper","40-44","Female","X2013",8,2
"2659","Pulp & Paper","40-44","Female","X2014",7,2
"2660","Pulp & Paper","40-44","Female","X2015",3,0
"2661","Pulp & Paper","40-44","Female","X2016",7,1
"2662","Pulp & Paper","40-44","Female","X2017",5,1
"2663","Pulp & Paper","40-44","Female","X2018",5,3
"2664","Pulp & Paper","40-44","Female","X2019",7,2
"2665","Pulp & Paper","40-44","Male","X2011",54,12
"2666","Pulp & Paper","40-44","Male","X2012",59,9
"2667","Pulp & Paper","40-44","Male","X2013",38,8
"2668","Pulp & Paper","40-44","Male","X2014",43,6
"2669","Pulp & Paper","40-44","Male","X2015",27,8
"2670","Pulp & Paper","40-44","Male","X2016",33,11
"2671","Pulp & Paper","40-44","Male","X2017",31,9
"2672","Pulp & Paper","40-44","Male","X2018",29,14
"2673","Pulp & Paper","40-44","Male","X2019",24,8
"2674","Pulp & Paper","45-49","Female","X2011",8,4
"2675","Pulp & Paper","45-49","Female","X2012",10,3
"2676","Pulp & Paper","45-49","Female","X2013",13,3
"2677","Pulp & Paper","45-49","Female","X2014",6,2
"2678","Pulp & Paper","45-49","Female","X2015",8,1
"2679","Pulp & Paper","45-49","Female","X2016",7,6
"2680","Pulp & Paper","45-49","Female","X2017",8,0
"2681","Pulp & Paper","45-49","Female","X2018",8,4
"2682","Pulp & Paper","45-49","Female","X2019",8,1
"2683","Pulp & Paper","45-49","Male","X2011",72,20
"2684","Pulp & Paper","45-49","Male","X2012",62,11
"2685","Pulp & Paper","45-49","Male","X2013",60,6
"2686","Pulp & Paper","45-49","Male","X2014",49,8
"2687","Pulp & Paper","45-49","Male","X2015",35,12
"2688","Pulp & Paper","45-49","Male","X2016",35,5
"2689","Pulp & Paper","45-49","Male","X2017",35,11
"2690","Pulp & Paper","45-49","Male","X2018",43,11
"2691","Pulp & Paper","45-49","Male","X2019",34,13
"2692","Pulp & Paper","50-54","Female","X2011",10,5
"2693","Pulp & Paper","50-54","Female","X2012",4,1
"2694","Pulp & Paper","50-54","Female","X2013",6,0
"2695","Pulp & Paper","50-54","Female","X2014",9,5
"2696","Pulp & Paper","50-54","Female","X2015",9,2
"2697","Pulp & Paper","50-54","Female","X2016",10,3
"2698","Pulp & Paper","50-54","Female","X2017",11,8
"2699","Pulp & Paper","50-54","Female","X2018",3,7
"2700","Pulp & Paper","50-54","Female","X2019",4,3
"2701","Pulp & Paper","50-54","Male","X2011",99,28
"2702","Pulp & Paper","50-54","Male","X2012",81,9
"2703","Pulp & Paper","50-54","Male","X2013",82,22
"2704","Pulp & Paper","50-54","Male","X2014",55,8
"2705","Pulp & Paper","50-54","Male","X2015",56,8
"2706","Pulp & Paper","50-54","Male","X2016",57,7
"2707","Pulp & Paper","50-54","Male","X2017",49,10
"2708","Pulp & Paper","50-54","Male","X2018",42,6
"2709","Pulp & Paper","50-54","Male","X2019",28,7
"2710","Pulp & Paper","55-59","Female","X2011",9,2
"2711","Pulp & Paper","55-59","Female","X2012",6,1
"2712","Pulp & Paper","55-59","Female","X2013",6,2
"2713","Pulp & Paper","55-59","Female","X2014",5,2
"2714","Pulp & Paper","55-59","Female","X2015",10,3
"2715","Pulp & Paper","55-59","Female","X2016",7,0
"2716","Pulp & Paper","55-59","Female","X2017",5,1
"2717","Pulp & Paper","55-59","Female","X2018",3,2
"2718","Pulp & Paper","55-59","Female","X2019",6,4
"2719","Pulp & Paper","55-59","Male","X2011",68,13
"2720","Pulp & Paper","55-59","Male","X2012",76,12
"2721","Pulp & Paper","55-59","Male","X2013",60,9
"2722","Pulp & Paper","55-59","Male","X2014",54,11
"2723","Pulp & Paper","55-59","Male","X2015",69,12
"2724","Pulp & Paper","55-59","Male","X2016",74,14
"2725","Pulp & Paper","55-59","Male","X2017",51,11
"2726","Pulp & Paper","55-59","Male","X2018",54,19
"2727","Pulp & Paper","55-59","Male","X2019",45,9
"2728","Pulp & Paper","60-64","Female","X2011",6,4
"2729","Pulp & Paper","60-64","Female","X2012",4,1
"2730","Pulp & Paper","60-64","Female","X2013",6,2
"2731","Pulp & Paper","60-64","Female","X2014",1,0
"2732","Pulp & Paper","60-64","Female","X2015",3,1
"2733","Pulp & Paper","60-64","Female","X2016",4,1
"2734","Pulp & Paper","60-64","Female","X2017",2,0
"2735","Pulp & Paper","60-64","Female","X2018",4,1
"2736","Pulp & Paper","60-64","Female","X2019",2,2
"2737","Pulp & Paper","60-64","Male","X2011",28,7
"2738","Pulp & Paper","60-64","Male","X2012",24,6
"2739","Pulp & Paper","60-64","Male","X2013",24,5
"2740","Pulp & Paper","60-64","Male","X2014",26,4
"2741","Pulp & Paper","60-64","Male","X2015",31,7
"2742","Pulp & Paper","60-64","Male","X2016",27,12
"2743","Pulp & Paper","60-64","Male","X2017",25,6
"2744","Pulp & Paper","60-64","Male","X2018",50,13
"2745","Pulp & Paper","60-64","Male","X2019",42,9
"2746","Pulp & Paper","65+","Female","X2011",1,0
"2747","Pulp & Paper","65+","Female","X2012",5,0
"2748","Pulp & Paper","65+","Female","X2013",1,1
"2749","Pulp & Paper","65+","Female","X2014",5,1
"2750","Pulp & Paper","65+","Female","X2015",5,0
"2751","Pulp & Paper","65+","Female","X2016",1,0
"2752","Pulp & Paper","65+","Female","X2017",2,0
"2753","Pulp & Paper","65+","Female","X2018",2,0
"2754","Pulp & Paper","65+","Female","X2019",2,2
"2755","Pulp & Paper","65+","Male","X2011",38,1
"2756","Pulp & Paper","65+","Male","X2012",35,4
"2757","Pulp & Paper","65+","Male","X2013",33,1
"2758","Pulp & Paper","65+","Male","X2014",44,2
"2759","Pulp & Paper","65+","Male","X2015",41,3
"2760","Pulp & Paper","65+","Male","X2016",37,4
"2761","Pulp & Paper","65+","Male","X2017",27,3
"2762","Pulp & Paper","65+","Male","X2018",34,4
"2763","Pulp & Paper","65+","Male","X2019",41,8
"2764","Services","15-19","Female","X2011",1156,399
"2765","Services","15-19","Female","X2012",1315,424
"2766","Services","15-19","Female","X2013",1275,454
"2767","Services","15-19","Female","X2014",1279,437
"2768","Services","15-19","Female","X2015",1415,514
"2769","Services","15-19","Female","X2016",1440,529
"2770","Services","15-19","Female","X2017",1564,671
"2771","Services","15-19","Female","X2018",1438,664
"2772","Services","15-19","Female","X2019",1501,617
"2773","Services","15-19","Male","X2011",1715,507
"2774","Services","15-19","Male","X2012",1722,499
"2775","Services","15-19","Male","X2013",1587,501
"2776","Services","15-19","Male","X2014",1694,496
"2777","Services","15-19","Male","X2015",1692,553
"2778","Services","15-19","Male","X2016",1704,607
"2779","Services","15-19","Male","X2017",1739,692
"2780","Services","15-19","Male","X2018",1778,708
"2781","Services","15-19","Male","X2019",1762,695
"2782","Services","20-24","Female","X2011",1752,779
"2783","Services","20-24","Female","X2012",1860,794
"2784","Services","20-24","Female","X2013",1982,841
"2785","Services","20-24","Female","X2014",2045,873
"2786","Services","20-24","Female","X2015",2005,874
"2787","Services","20-24","Female","X2016",2234,1049
"2788","Services","20-24","Female","X2017",2190,1114
"2789","Services","20-24","Female","X2018",2193,1221
"2790","Services","20-24","Female","X2019",2154,1221
"2791","Services","20-24","Male","X2011",3026,1093
"2792","Services","20-24","Male","X2012",3109,1177
"2793","Services","20-24","Male","X2013",3050,1116
"2794","Services","20-24","Male","X2014",3131,1013
"2795","Services","20-24","Male","X2015",3141,1087
"2796","Services","20-24","Male","X2016",2997,1266
"2797","Services","20-24","Male","X2017",3239,1298
"2798","Services","20-24","Male","X2018",3210,1475
"2799","Services","20-24","Male","X2019",3179,1474
"2800","Services","25-29","Female","X2011",1193,611
"2801","Services","25-29","Female","X2012",1208,624
"2802","Services","25-29","Female","X2013",1289,625
"2803","Services","25-29","Female","X2014",1237,587
"2804","Services","25-29","Female","X2015",1296,598
"2805","Services","25-29","Female","X2016",1388,761
"2806","Services","25-29","Female","X2017",1515,744
"2807","Services","25-29","Female","X2018",1533,856
"2808","Services","25-29","Female","X2019",1598,871
"2809","Services","25-29","Male","X2011",2170,957
"2810","Services","25-29","Male","X2012",2178,935
"2811","Services","25-29","Male","X2013",2192,903
"2812","Services","25-29","Male","X2014",2266,918
"2813","Services","25-29","Male","X2015",2119,924
"2814","Services","25-29","Male","X2016",2217,1003
"2815","Services","25-29","Male","X2017",2393,1057
"2816","Services","25-29","Male","X2018",2347,1222
"2817","Services","25-29","Male","X2019",2402,1145
"2818","Services","30-34","Female","X2011",922,494
"2819","Services","30-34","Female","X2012",969,433
"2820","Services","30-34","Female","X2013",981,497
"2821","Services","30-34","Female","X2014",994,439
"2822","Services","30-34","Female","X2015",980,471
"2823","Services","30-34","Female","X2016",1012,505
"2824","Services","30-34","Female","X2017",1042,510
"2825","Services","30-34","Female","X2018",1056,568
"2826","Services","30-34","Female","X2019",1061,615
"2827","Services","30-34","Male","X2011",1662,788
"2828","Services","30-34","Male","X2012",1506,782
"2829","Services","30-34","Male","X2013",1606,773
"2830","Services","30-34","Male","X2014",1610,754
"2831","Services","30-34","Male","X2015",1694,674
"2832","Services","30-34","Male","X2016",1566,781
"2833","Services","30-34","Male","X2017",1749,818
"2834","Services","30-34","Male","X2018",1705,909
"2835","Services","30-34","Male","X2019",1735,868
"2836","Services","35-39","Female","X2011",1015,581
"2837","Services","35-39","Female","X2012",928,520
"2838","Services","35-39","Female","X2013",929,464
"2839","Services","35-39","Female","X2014",903,424
"2840","Services","35-39","Female","X2015",942,431
"2841","Services","35-39","Female","X2016",899,518
"2842","Services","35-39","Female","X2017",939,536
"2843","Services","35-39","Female","X2018",954,541
"2844","Services","35-39","Female","X2019",990,509
"2845","Services","35-39","Male","X2011",1438,730
"2846","Services","35-39","Male","X2012",1381,710
"2847","Services","35-39","Male","X2013",1365,702
"2848","Services","35-39","Male","X2014",1353,630
"2849","Services","35-39","Male","X2015",1318,594
"2850","Services","35-39","Male","X2016",1354,649
"2851","Services","35-39","Male","X2017",1334,686
"2852","Services","35-39","Male","X2018",1389,742
"2853","Services","35-39","Male","X2019",1428,743
"2854","Services","40-44","Female","X2011",1128,640
"2855","Services","40-44","Female","X2012",1110,597
"2856","Services","40-44","Female","X2013",1065,557
"2857","Services","40-44","Female","X2014",1074,545
"2858","Services","40-44","Female","X2015",1004,483
"2859","Services","40-44","Female","X2016",954,552
"2860","Services","40-44","Female","X2017",1003,557
"2861","Services","40-44","Female","X2018",984,566
"2862","Services","40-44","Female","X2019",1008,539
"2863","Services","40-44","Male","X2011",1273,721
"2864","Services","40-44","Male","X2012",1278,656
"2865","Services","40-44","Male","X2013",1333,699
"2866","Services","40-44","Male","X2014",1313,597
"2867","Services","40-44","Male","X2015",1260,563
"2868","Services","40-44","Male","X2016",1142,629
"2869","Services","40-44","Male","X2017",1166,618
"2870","Services","40-44","Male","X2018",1184,621
"2871","Services","40-44","Male","X2019",1214,686
"2872","Services","45-49","Female","X2011",1484,804
"2873","Services","45-49","Female","X2012",1332,733
"2874","Services","45-49","Female","X2013",1240,673
"2875","Services","45-49","Female","X2014",1194,629
"2876","Services","45-49","Female","X2015",1154,569
"2877","Services","45-49","Female","X2016",1105,623
"2878","Services","45-49","Female","X2017",1157,619
"2879","Services","45-49","Female","X2018",1192,659
"2880","Services","45-49","Female","X2019",1108,638
"2881","Services","45-49","Male","X2011",1320,740
"2882","Services","45-49","Male","X2012",1278,759
"2883","Services","45-49","Male","X2013",1218,679
"2884","Services","45-49","Male","X2014",1180,604
"2885","Services","45-49","Male","X2015",1150,609
"2886","Services","45-49","Male","X2016",1126,606
"2887","Services","45-49","Male","X2017",1096,649
"2888","Services","45-49","Male","X2018",1125,666
"2889","Services","45-49","Male","X2019",1144,650
"2890","Services","50-54","Female","X2011",1357,828
"2891","Services","50-54","Female","X2012",1265,758
"2892","Services","50-54","Female","X2013",1365,723
"2893","Services","50-54","Female","X2014",1265,725
"2894","Services","50-54","Female","X2015",1343,718
"2895","Services","50-54","Female","X2016",1249,739
