Industry Sector,Injury/Illness Year,Age Group,Gender,NoLostTime
Primary Metals,2019,40-44,Male,164
Primary Metals,2019,45-49,Male,164
Primary Metals,2019,50-54,Male,161
Primary Metals,2019,55-59,Male,197
Primary Metals,2019,60-64,Male,156
Primary Metals,2019,65+,Male,106
Primary Metals,2019,NA,Male,0
Pulp & Paper,2011,15-19,Male,2
Pulp & Paper,2011,20-24,Male,15
Pulp & Paper,2011,25-29,Male,30
Pulp & Paper,2011,30-34,Male,34
Pulp & Paper,2011,35-39,Male,41
Pulp & Paper,2011,40-44,Male,54
Pulp & Paper,2011,45-49,Male,72
Pulp & Paper,2011,50-54,Male,99
Pulp & Paper,2011,55-59,Male,68
Pulp & Paper,2011,60-64,Male,28
Pulp & Paper,2011,65+,Male,38
Pulp & Paper,2011,NA,Male,0
Pulp & Paper,2012,15-19,Male,3
Pulp & Paper,2012,20-24,Male,11
Pulp & Paper,2012,25-29,Male,16
Pulp & Paper,2012,30-34,Male,30
Pulp & Paper,2012,35-39,Male,32
Pulp & Paper,2012,40-44,Male,59
Pulp & Paper,2012,45-49,Male,62
Pulp & Paper,2012,50-54,Male,81
Pulp & Paper,2012,55-59,Male,76
Pulp & Paper,2012,60-64,Male,24
Pulp & Paper,2012,65+,Male,35
Pulp & Paper,2012,NA,Male,1
Pulp & Paper,2013,15-19,Male,7
Pulp & Paper,2013,20-24,Male,18
Pulp & Paper,2013,25-29,Male,23
Pulp & Paper,2013,30-34,Male,31
Pulp & Paper,2013,35-39,Male,30
Pulp & Paper,2013,40-44,Male,38
Pulp & Paper,2013,45-49,Male,60
Pulp & Paper,2013,50-54,Male,82
Pulp & Paper,2013,55-59,Male,60
Pulp & Paper,2013,60-64,Male,24
Pulp & Paper,2013,65+,Male,33
Pulp & Paper,2013,NA,Male,0
Pulp & Paper,2014,15-19,Male,4
Pulp & Paper,2014,20-24,Male,18
Pulp & Paper,2014,25-29,Male,31
Pulp & Paper,2014,30-34,Male,41
Pulp & Paper,2014,35-39,Male,41
Pulp & Paper,2014,40-44,Male,43
Pulp & Paper,2014,45-49,Male,49
Pulp & Paper,2014,50-54,Male,55
Pulp & Paper,2014,55-59,Male,54
Pulp & Paper,2014,60-64,Male,26
Pulp & Paper,2014,65+,Male,44
Pulp & Paper,2014,NA,Male,0
Pulp & Paper,2015,15-19,Male,4
Pulp & Paper,2015,20-24,Male,20
Pulp & Paper,2015,25-29,Male,26
Pulp & Paper,2015,30-34,Male,33
Pulp & Paper,2015,35-39,Male,25
Pulp & Paper,2015,40-44,Male,27
Pulp & Paper,2015,45-49,Male,35
Pulp & Paper,2015,50-54,Male,56
Pulp & Paper,2015,55-59,Male,69
Pulp & Paper,2015,60-64,Male,31
Pulp & Paper,2015,65+,Male,41
Pulp & Paper,2015,NA,Male,0
Pulp & Paper,2016,15-19,Male,4
Pulp & Paper,2016,20-24,Male,18
Pulp & Paper,2016,25-29,Male,33
Pulp & Paper,2016,30-34,Male,34
Pulp & Paper,2016,35-39,Male,37
Pulp & Paper,2016,40-44,Male,33
Pulp & Paper,2016,45-49,Male,35
Pulp & Paper,2016,50-54,Male,57
Pulp & Paper,2016,55-59,Male,74
Pulp & Paper,2016,60-64,Male,27
Pulp & Paper,2016,65+,Male,37
Pulp & Paper,2016,NA,Male,0
Pulp & Paper,2017,15-19,Male,4
Pulp & Paper,2017,20-24,Male,34
Pulp & Paper,2017,25-29,Male,26
Pulp & Paper,2017,30-34,Male,41
Pulp & Paper,2017,35-39,Male,31
Pulp & Paper,2017,40-44,Male,31
Pulp & Paper,2017,45-49,Male,35
Pulp & Paper,2017,50-54,Male,49
Pulp & Paper,2017,55-59,Male,51
Pulp & Paper,2017,60-64,Male,25
Pulp & Paper,2017,65+,Male,27
Pulp & Paper,2017,NA,Male,0
Pulp & Paper,2018,15-19,Male,1
Pulp & Paper,2018,20-24,Male,23
Pulp & Paper,2018,25-29,Male,37
Pulp & Paper,2018,30-34,Male,33
Pulp & Paper,2018,35-39,Male,27
Pulp & Paper,2018,40-44,Male,29
Pulp & Paper,2018,45-49,Male,43
Pulp & Paper,2018,50-54,Male,42
Pulp & Paper,2018,55-59,Male,54
Pulp & Paper,2018,60-64,Male,50
Pulp & Paper,2018,65+,Male,34
Pulp & Paper,2018,NA,Male,0
Pulp & Paper,2019,15-19,Male,6
Pulp & Paper,2019,20-24,Male,21
Pulp & Paper,2019,25-29,Male,34
Pulp & Paper,2019,30-34,Male,37
Pulp & Paper,2019,35-39,Male,35
Pulp & Paper,2019,40-44,Male,24
Pulp & Paper,2019,45-49,Male,34
Pulp & Paper,2019,50-54,Male,28
Pulp & Paper,2019,55-59,Male,45
Pulp & Paper,2019,60-64,Male,42
Pulp & Paper,2019,65+,Male,41
Pulp & Paper,2019,NA,Male,0
Schedule 2,2011,15-19,Male,94
Schedule 2,2011,20-24,Male,357
Schedule 2,2011,25-29,Male,621
Schedule 2,2011,30-34,Male,827
Schedule 2,2011,35-39,Male,911
Schedule 2,2011,40-44,Male,986
Schedule 2,2011,45-49,Male,1100
Schedule 2,2011,50-54,Male,1044
Schedule 2,2011,55-59,Male,736
Schedule 2,2011,60-64,Male,346
Schedule 2,2011,65+,Male,192
Schedule 2,2011,NA,Male,6
Schedule 2,2012,15-19,Male,82
Schedule 2,2012,20-24,Male,353
Schedule 2,2012,25-29,Male,709
Schedule 2,2012,30-34,Male,816
Schedule 2,2012,35-39,Male,871
Schedule 2,2012,40-44,Male,950
Schedule 2,2012,45-49,Male,1110
Schedule 2,2012,50-54,Male,1049
Schedule 2,2012,55-59,Male,677
Schedule 2,2012,60-64,Male,390
Schedule 2,2012,65+,Male,222
Schedule 2,2012,NA,Male,7
Schedule 2,2013,15-19,Male,99
Schedule 2,2013,20-24,Male,321
Schedule 2,2013,25-29,Male,632
Schedule 2,2013,30-34,Male,928
Schedule 2,2013,35-39,Male,983
Schedule 2,2013,40-44,Male,1056
Schedule 2,2013,45-49,Male,1104
Schedule 2,2013,50-54,Male,1078
Schedule 2,2013,55-59,Male,773
Schedule 2,2013,60-64,Male,377
Schedule 2,2013,65+,Male,256
Schedule 2,2013,NA,Male,12
Schedule 2,2014,15-19,Male,98
Schedule 2,2014,20-24,Male,343
Schedule 2,2014,25-29,Male,647
Schedule 2,2014,30-34,Male,869
Schedule 2,2014,35-39,Male,934
Schedule 2,2014,40-44,Male,995
Schedule 2,2014,45-49,Male,1071
Schedule 2,2014,50-54,Male,1126
Schedule 2,2014,55-59,Male,760
Schedule 2,2014,60-64,Male,382
Schedule 2,2014,65+,Male,294
Schedule 2,2014,NA,Male,6
Schedule 2,2015,15-19,Male,114
Schedule 2,2015,20-24,Male,319
Schedule 2,2015,25-29,Male,665
Schedule 2,2015,30-34,Male,791
Schedule 2,2015,35-39,Male,906
Schedule 2,2015,40-44,Male,908
Schedule 2,2015,45-49,Male,940
Schedule 2,2015,50-54,Male,1014
Schedule 2,2015,55-59,Male,779
Schedule 2,2015,60-64,Male,314
Schedule 2,2015,65+,Male,268
Schedule 2,2015,NA,Male,6
Schedule 2,2016,15-19,Male,118
Schedule 2,2016,20-24,Male,333
Schedule 2,2016,25-29,Male,648
Schedule 2,2016,30-34,Male,847
Schedule 2,2016,35-39,Male,804
Schedule 2,2016,40-44,Male,844
Schedule 2,2016,45-49,Male,908
Schedule 2,2016,50-54,Male,973
Schedule 2,2016,55-59,Male,718
Schedule 2,2016,60-64,Male,372
Schedule 2,2016,65+,Male,296
Schedule 2,2016,NA,Male,4
Schedule 2,2017,15-19,Male,108
Schedule 2,2017,20-24,Male,332
Schedule 2,2017,25-29,Male,705
Schedule 2,2017,30-34,Male,926
Schedule 2,2017,35-39,Male,858
Schedule 2,2017,40-44,Male,846
Schedule 2,2017,45-49,Male,982
Schedule 2,2017,50-54,Male,919
Schedule 2,2017,55-59,Male,778
Schedule 2,2017,60-64,Male,372
Schedule 2,2017,65+,Male,348
Schedule 2,2017,NA,Male,4
Schedule 2,2018,15-19,Male,111
Schedule 2,2018,20-24,Male,390
Schedule 2,2018,25-29,Male,771
Schedule 2,2018,30-34,Male,871
Schedule 2,2018,35-39,Male,924
Schedule 2,2018,40-44,Male,866
Schedule 2,2018,45-49,Male,898
Schedule 2,2018,50-54,Male,893
Schedule 2,2018,55-59,Male,759
Schedule 2,2018,60-64,Male,439
Schedule 2,2018,65+,Male,357
Schedule 2,2018,NA,Male,2
Schedule 2,2019,15-19,Male,105
Schedule 2,2019,20-24,Male,356
Schedule 2,2019,25-29,Male,833
Schedule 2,2019,30-34,Male,932
Schedule 2,2019,35-39,Male,905
Schedule 2,2019,40-44,Male,813
Schedule 2,2019,45-49,Male,863
Schedule 2,2019,50-54,Male,841
Schedule 2,2019,55-59,Male,794
Schedule 2,2019,60-64,Male,367
Schedule 2,2019,65+,Male,301
Schedule 2,2019,NA,Male,2
Services,2011,15-19,Male,1715
Services,2011,20-24,Male,3026
Services,2011,25-29,Male,2170
Services,2011,30-34,Male,1662
Services,2011,35-39,Male,1438
Services,2011,40-44,Male,1273
Services,2011,45-49,Male,1320
Services,2011,50-54,Male,1115
Services,2011,55-59,Male,765
Services,2011,60-64,Male,494
Services,2011,65+,Male,284
Services,2011,NA,Male,55
Services,2012,15-19,Male,1722
Services,2012,20-24,Male,3109
Services,2012,25-29,Male,2178
Services,2012,30-34,Male,1506
Services,2012,35-39,Male,1381
Services,2012,40-44,Male,1278
Services,2012,45-49,Male,1278
Services,2012,50-54,Male,1207
Services,2012,55-59,Male,845
Services,2012,60-64,Male,522
Services,2012,65+,Male,325
Services,2012,NA,Male,51
Services,2013,15-19,Male,1587
Services,2013,20-24,Male,3050
Services,2013,25-29,Male,2192
Services,2013,30-34,Male,1606
Services,2013,35-39,Male,1365
Services,2013,40-44,Male,1333
Services,2013,45-49,Male,1218
Services,2013,50-54,Male,1166
Services,2013,55-59,Male,900
Services,2013,60-64,Male,573
Services,2013,65+,Male,353
Services,2013,NA,Male,49
Services,2014,15-19,Male,1694
Services,2014,20-24,Male,3131
Services,2014,25-29,Male,2266
Services,2014,30-34,Male,1610
Services,2014,35-39,Male,1353
Services,2014,40-44,Male,1313
Services,2014,45-49,Male,1180
Services,2014,50-54,Male,1241
Services,2014,55-59,Male,909
Services,2014,60-64,Male,563
Services,2014,65+,Male,382
Services,2014,NA,Male,51
Services,2015,15-19,Male,1692
Services,2015,20-24,Male,3141
Services,2015,25-29,Male,2119
Services,2015,30-34,Male,1694
Services,2015,35-39,Male,1318
Services,2015,40-44,Male,1260
Services,2015,45-49,Male,1150
Services,2015,50-54,Male,1195
Services,2015,55-59,Male,973
Services,2015,60-64,Male,619
Services,2015,65+,Male,410
Services,2015,NA,Male,27
Services,2016,15-19,Male,1704
Services,2016,20-24,Male,2997
Services,2016,25-29,Male,2217
Services,2016,30-34,Male,1566
Services,2016,35-39,Male,1354
Services,2016,40-44,Male,1142
Services,2016,45-49,Male,1126
Services,2016,50-54,Male,1127
Services,2016,55-59,Male,1011
Services,2016,60-64,Male,595
Services,2016,65+,Male,429
Services,2016,NA,Male,28
Services,2017,15-19,Male,1739
Services,2017,20-24,Male,3239
Services,2017,25-29,Male,2393
Services,2017,30-34,Male,1749
Services,2017,35-39,Male,1334
Services,2017,40-44,Male,1166
Services,2017,45-49,Male,1096
Services,2017,50-54,Male,1171
Services,2017,55-59,Male,969
Services,2017,60-64,Male,726
Services,2017,65+,Male,460
Services,2017,NA,Male,38
Services,2018,15-19,Male,1778
Services,2018,20-24,Male,3210
Services,2018,25-29,Male,2347
Services,2018,30-34,Male,1705
Services,2018,35-39,Male,1389
Services,2018,40-44,Male,1184
Services,2018,45-49,Male,1125
Services,2018,50-54,Male,1124
Services,2018,55-59,Male,1103
Services,2018,60-64,Male,742
Services,2018,65+,Male,564
Services,2018,NA,Male,29
Services,2019,15-19,Male,1762
Services,2019,20-24,Male,3179
Services,2019,25-29,Male,2402
Services,2019,30-34,Male,1735
Services,2019,35-39,Male,1428
Services,2019,40-44,Male,1214
Services,2019,45-49,Male,1144
Services,2019,50-54,Male,1121
Services,2019,55-59,Male,1156
Services,2019,60-64,Male,818
Services,2019,65+,Male,548
Services,2019,NA,Male,34
Transportation,2011,15-19,Male,189
Transportation,2011,20-24,Male,780
Transportation,2011,25-29,Male,814
Transportation,2011,30-34,Male,800
Transportation,2011,35-39,Male,787
Transportation,2011,40-44,Male,810
Transportation,2011,45-49,Male,903
Transportation,2011,50-54,Male,830
Transportation,2011,55-59,Male,579
Transportation,2011,60-64,Male,366
Transportation,2011,65+,Male,185
Transportation,2011,NA,Male,16
Transportation,2012,15-19,Male,208
Transportation,2012,20-24,Male,824
Transportation,2012,25-29,Male,872
Transportation,2012,30-34,Male,773
Transportation,2012,35-39,Male,788
Transportation,2012,40-44,Male,821
Transportation,2012,45-49,Male,838
Transportation,2012,50-54,Male,787
Transportation,2012,55-59,Male,593
Transportation,2012,60-64,Male,373
Transportation,2012,65+,Male,215
Transportation,2012,NA,Male,10
Transportation,2013,15-19,Male,204
Transportation,2013,20-24,Male,852
Transportation,2013,25-29,Male,870
Transportation,2013,30-34,Male,794
Transportation,2013,35-39,Male,891
Transportation,2013,40-44,Male,813
Transportation,2013,45-49,Male,879
Transportation,2013,50-54,Male,858
Transportation,2013,55-59,Male,738
Transportation,2013,60-64,Male,418
Transportation,2013,65+,Male,228
Transportation,2013,NA,Male,8
Transportation,2014,15-19,Male,237
Transportation,2014,20-24,Male,843
Transportation,2014,25-29,Male,880
Transportation,2014,30-34,Male,789
Transportation,2014,35-39,Male,830
Transportation,2014,40-44,Male,825
Transportation,2014,45-49,Male,833
Transportation,2014,50-54,Male,959
Transportation,2014,55-59,Male,729
Transportation,2014,60-64,Male,471
Transportation,2014,65+,Male,277
Transportation,2014,NA,Male,8
Transportation,2015,15-19,Male,236
Transportation,2015,20-24,Male,853
Transportation,2015,25-29,Male,802
Transportation,2015,30-34,Male,809
Transportation,2015,35-39,Male,701
Transportation,2015,40-44,Male,737
Transportation,2015,45-49,Male,828
Transportation,2015,50-54,Male,828
Transportation,2015,55-59,Male,702
Transportation,2015,60-64,Male,411
Transportation,2015,65+,Male,296
Transportation,2015,NA,Male,7
Transportation,2016,15-19,Male,225
Transportation,2016,20-24,Male,822
Transportation,2016,25-29,Male,783
Transportation,2016,30-34,Male,772
Transportation,2016,35-39,Male,724
Transportation,2016,40-44,Male,760
Transportation,2016,45-49,Male,722
Transportation,2016,50-54,Male,880
Transportation,2016,55-59,Male,707
Transportation,2016,60-64,Male,465
Transportation,2016,65+,Male,328
Transportation,2016,NA,Male,2
Transportation,2017,15-19,Male,266
Transportation,2017,20-24,Male,814
Transportation,2017,25-29,Male,811
Transportation,2017,30-34,Male,772
Transportation,2017,35-39,Male,756
Transportation,2017,40-44,Male,715
Transportation,2017,45-49,Male,797
Transportation,2017,50-54,Male,781
Transportation,2017,55-59,Male,771
Transportation,2017,60-64,Male,484
Transportation,2017,65+,Male,381
Transportation,2017,NA,Male,3
Transportation,2018,15-19,Male,291
Transportation,2018,20-24,Male,943
Transportation,2018,25-29,Male,824
Transportation,2018,30-34,Male,777
Transportation,2018,35-39,Male,698
Transportation,2018,40-44,Male,749
Transportation,2018,45-49,Male,781
Transportation,2018,50-54,Male,790
Transportation,2018,55-59,Male,860
Transportation,2018,60-64,Male,596
Transportation,2018,65+,Male,405
Transportation,2018,NA,Male,1
Transportation,2019,15-19,Male,277
Transportation,2019,20-24,Male,905
Transportation,2019,25-29,Male,917
Transportation,2019,30-34,Male,819
Transportation,2019,35-39,Male,716
Transportation,2019,40-44,Male,737
Transportation,2019,45-49,Male,776
Transportation,2019,50-54,Male,800
Transportation,2019,55-59,Male,805
Transportation,2019,60-64,Male,563
Transportation,2019,65+,Male,419
Transportation,2019,NA,Male,2
Agriculture,2011,15-19,NA,3
Agriculture,2011,20-24,NA,2
Agriculture,2011,25-29,NA,3
Agriculture,2011,30-34,NA,5
Agriculture,2011,35-39,NA,1
Agriculture,2011,40-44,NA,1
Agriculture,2011,45-49,NA,2
Agriculture,2011,50-54,NA,2
Agriculture,2011,55-59,NA,2
Agriculture,2011,60-64,NA,0
Agriculture,2011,65+,NA,0
Agriculture,2011,NA,NA,0
Agriculture,2012,15-19,NA,3
Agriculture,2012,20-24,NA,8
Agriculture,2012,25-29,NA,4
Agriculture,2012,30-34,NA,3
Agriculture,2012,35-39,NA,1
Agriculture,2012,40-44,NA,0
Agriculture,2012,45-49,NA,1
Agriculture,2012,50-54,NA,2
Agriculture,2012,55-59,NA,0
Agriculture,2012,60-64,NA,1
Agriculture,2012,65+,NA,1
Agriculture,2012,NA,NA,0
Agriculture,2013,15-19,NA,1
Agriculture,2013,20-24,NA,7
Agriculture,2013,25-29,NA,3
Agriculture,2013,30-34,NA,0
Agriculture,2013,35-39,NA,2
Agriculture,2013,40-44,NA,1
Agriculture,2013,45-49,NA,1
Agriculture,2013,50-54,NA,1
Agriculture,2013,55-59,NA,1
Agriculture,2013,60-64,NA,0
Agriculture,2013,65+,NA,1
Agriculture,2013,NA,NA,1
Agriculture,2014,15-19,NA,2
Agriculture,2014,20-24,NA,7
Agriculture,2014,25-29,NA,1
Agriculture,2014,30-34,NA,3
Agriculture,2014,35-39,NA,2
Agriculture,2014,40-44,NA,2
Agriculture,2014,45-49,NA,2
Agriculture,2014,50-54,NA,3
Agriculture,2014,55-59,NA,4
Agriculture,2014,60-64,NA,0
Agriculture,2014,65+,NA,0
Agriculture,2014,NA,NA,0
Agriculture,2015,15-19,NA,2
Agriculture,2015,20-24,NA,7
Agriculture,2015,25-29,NA,4
Agriculture,2015,30-34,NA,3
Agriculture,2015,35-39,NA,3
Agriculture,2015,40-44,NA,3
Agriculture,2015,45-49,NA,4
Agriculture,2015,50-54,NA,0
Agriculture,2015,55-59,NA,4
Agriculture,2015,60-64,NA,1
Agriculture,2015,65+,NA,0
Agriculture,2015,NA,NA,0
Agriculture,2016,15-19,NA,0
Agriculture,2016,20-24,NA,2
Agriculture,2016,25-29,NA,1
Agriculture,2016,30-34,NA,1
Agriculture,2016,35-39,NA,1
Agriculture,2016,40-44,NA,1
Agriculture,2016,45-49,NA,2
Agriculture,2016,50-54,NA,0
Agriculture,2016,55-59,NA,0
Agriculture,2016,60-64,NA,0
Agriculture,2016,65+,NA,1
Agriculture,2016,NA,NA,0
Agriculture,2017,15-19,NA,0
Agriculture,2017,20-24,NA,4
Agriculture,2017,25-29,NA,0
Agriculture,2017,30-34,NA,0
Agriculture,2017,35-39,NA,0
Agriculture,2017,40-44,NA,1
Agriculture,2017,45-49,NA,1
Agriculture,2017,50-54,NA,0
Agriculture,2017,55-59,NA,0
Agriculture,2017,60-64,NA,0
Agriculture,2017,65+,NA,0
Agriculture,2017,NA,NA,0
Agriculture,2018,15-19,NA,0
Agriculture,2018,20-24,NA,0
Agriculture,2018,25-29,NA,0
Agriculture,2018,30-34,NA,0
Agriculture,2018,35-39,NA,0
Agriculture,2018,40-44,NA,0
Agriculture,2018,45-49,NA,0
Agriculture,2018,50-54,NA,0
Agriculture,2018,55-59,NA,0
Agriculture,2018,60-64,NA,0
Agriculture,2018,65+,NA,1
Agriculture,2018,NA,NA,0
Agriculture,2019,15-19,NA,1
Agriculture,2019,20-24,NA,0
Agriculture,2019,25-29,NA,2
Agriculture,2019,30-34,NA,2
Agriculture,2019,35-39,NA,0
Agriculture,2019,40-44,NA,0
Agriculture,2019,45-49,NA,0
Agriculture,2019,50-54,NA,0
Agriculture,2019,55-59,NA,0
Agriculture,2019,60-64,NA,0
Agriculture,2019,65+,NA,0
Agriculture,2019,NA,NA,0
Automotive,2011,15-19,NA,3
Automotive,2011,20-24,NA,9
Automotive,2011,25-29,NA,6
Automotive,2011,30-34,NA,5
Automotive,2011,35-39,NA,6
Automotive,2011,40-44,NA,4
Automotive,2011,45-49,NA,6
Automotive,2011,50-54,NA,7
Automotive,2011,55-59,NA,6
Automotive,2011,60-64,NA,1
Automotive,2011,65+,NA,2
Automotive,2011,NA,NA,0
Automotive,2012,15-19,NA,2
Automotive,2012,20-24,NA,17
Automotive,2012,25-29,NA,3
Automotive,2012,30-34,NA,6
Automotive,2012,35-39,NA,3
Automotive,2012,40-44,NA,3
Automotive,2012,45-49,NA,6
Automotive,2012,50-54,NA,7
Automotive,2012,55-59,NA,2
Automotive,2012,60-64,NA,4
Automotive,2012,65+,NA,1
Automotive,2012,NA,NA,0
Automotive,2013,15-19,NA,0
Automotive,2013,20-24,NA,6
Automotive,2013,25-29,NA,3
Automotive,2013,30-34,NA,1
Automotive,2013,35-39,NA,2
Automotive,2013,40-44,NA,2
Automotive,2013,45-49,NA,8
Automotive,2013,50-54,NA,3
Automotive,2013,55-59,NA,3
Automotive,2013,60-64,NA,3
Automotive,2013,65+,NA,1
Automotive,2013,NA,NA,0
Automotive,2014,15-19,NA,3
Automotive,2014,20-24,NA,10
Automotive,2014,25-29,NA,2
Automotive,2014,30-34,NA,3
Automotive,2014,35-39,NA,3
Automotive,2014,40-44,NA,4
Automotive,2014,45-49,NA,8
Automotive,2014,50-54,NA,5
Automotive,2014,55-59,NA,3
Automotive,2014,60-64,NA,1
Automotive,2014,65+,NA,3
Automotive,2014,NA,NA,0
Automotive,2015,15-19,NA,3
Automotive,2015,20-24,NA,8
Automotive,2015,25-29,NA,6
Automotive,2015,30-34,NA,6
Automotive,2015,35-39,NA,1
Automotive,2015,40-44,NA,1
Automotive,2015,45-49,NA,4
Automotive,2015,50-54,NA,3
Automotive,2015,55-59,NA,3
Automotive,2015,60-64,NA,2
Automotive,2015,65+,NA,0
Automotive,2015,NA,NA,0
Automotive,2016,15-19,NA,1
Automotive,2016,20-24,NA,3
Automotive,2016,25-29,NA,2
Automotive,2016,30-34,NA,2
Automotive,2016,35-39,NA,0
Automotive,2016,40-44,NA,0
Automotive,2016,45-49,NA,2
Automotive,2016,50-54,NA,3
Automotive,2016,55-59,NA,1
Automotive,2016,60-64,NA,0
Automotive,2016,65+,NA,0
Automotive,2016,NA,NA,0
Automotive,2017,15-19,NA,1
Automotive,2017,20-24,NA,2
Automotive,2017,25-29,NA,3
Automotive,2017,30-34,NA,1
Automotive,2017,35-39,NA,3
Automotive,2017,40-44,NA,0
Automotive,2017,45-49,NA,0
Automotive,2017,50-54,NA,0
Automotive,2017,55-59,NA,0
Automotive,2017,60-64,NA,0
Automotive,2017,65+,NA,1
Automotive,2017,NA,NA,0
Automotive,2018,15-19,NA,0
Automotive,2018,20-24,NA,0
Automotive,2018,25-29,NA,1
Automotive,2018,30-34,NA,0
Automotive,2018,35-39,NA,0
Automotive,2018,40-44,NA,1
Automotive,2018,45-49,NA,1
Automotive,2018,50-54,NA,0
Automotive,2018,55-59,NA,0
Automotive,2018,60-64,NA,0
Automotive,2018,65+,NA,0
Automotive,2018,NA,NA,0
Automotive,2019,15-19,NA,1
Automotive,2019,20-24,NA,2
Automotive,2019,25-29,NA,1
Automotive,2019,30-34,NA,1
Automotive,2019,35-39,NA,1
Automotive,2019,40-44,NA,0
Automotive,2019,45-49,NA,4
Automotive,2019,50-54,NA,0
Automotive,2019,55-59,NA,0
Automotive,2019,60-64,NA,0
Automotive,2019,65+,NA,0
Automotive,2019,NA,NA,0
Chemicals/Process,2011,15-19,NA,1
Chemicals/Process,2011,20-24,NA,1
Chemicals/Process,2011,25-29,NA,0
Chemicals/Process,2011,30-34,NA,2
Chemicals/Process,2011,35-39,NA,3
Chemicals/Process,2011,40-44,NA,2
Chemicals/Process,2011,45-49,NA,3
Chemicals/Process,2011,50-54,NA,3
Chemicals/Process,2011,55-59,NA,4
Chemicals/Process,2011,60-64,NA,1
Chemicals/Process,2011,65+,NA,4
Chemicals/Process,2011,NA,NA,0
Chemicals/Process,2012,15-19,NA,0
Chemicals/Process,2012,20-24,NA,0
Chemicals/Process,2012,25-29,NA,1
Chemicals/Process,2012,30-34,NA,0
Chemicals/Process,2012,35-39,NA,1
Chemicals/Process,2012,40-44,NA,0
Chemicals/Process,2012,45-49,NA,3
Chemicals/Process,2012,50-54,NA,2
Chemicals/Process,2012,55-59,NA,1
Chemicals/Process,2012,60-64,NA,2
Chemicals/Process,2012,65+,NA,2
Chemicals/Process,2012,NA,NA,2
Chemicals/Process,2013,15-19,NA,0
Chemicals/Process,2013,20-24,NA,3
Chemicals/Process,2013,25-29,NA,1
Chemicals/Process,2013,30-34,NA,0
Chemicals/Process,2013,35-39,NA,3
Chemicals/Process,2013,40-44,NA,2
Chemicals/Process,2013,45-49,NA,3
Chemicals/Process,2013,50-54,NA,5
Chemicals/Process,2013,55-59,NA,0
Chemicals/Process,2013,60-64,NA,1
Chemicals/Process,2013,65+,NA,2
Chemicals/Process,2013,NA,NA,0
Chemicals/Process,2014,15-19,NA,0
Chemicals/Process,2014,20-24,NA,2
Chemicals/Process,2014,25-29,NA,1
Chemicals/Process,2014,30-34,NA,0
Chemicals/Process,2014,35-39,NA,3
Chemicals/Process,2014,40-44,NA,3
Chemicals/Process,2014,45-49,NA,0
Chemicals/Process,2014,50-54,NA,2
Chemicals/Process,2014,55-59,NA,2
Chemicals/Process,2014,60-64,NA,0
Chemicals/Process,2014,65+,NA,0
Chemicals/Process,2014,NA,NA,0
Chemicals/Process,2015,15-19,NA,2
Chemicals/Process,2015,20-24,NA,0
Chemicals/Process,2015,25-29,NA,2
Chemicals/Process,2015,30-34,NA,2
Chemicals/Process,2015,35-39,NA,1
Chemicals/Process,2015,40-44,NA,8
Chemicals/Process,2015,45-49,NA,0
Chemicals/Process,2015,50-54,NA,0
Chemicals/Process,2015,55-59,NA,0
Chemicals/Process,2015,60-64,NA,0
Chemicals/Process,2015,65+,NA,1
Chemicals/Process,2015,NA,NA,0
Chemicals/Process,2016,15-19,NA,0
Chemicals/Process,2016,20-24,NA,1
Chemicals/Process,2016,25-29,NA,0
Chemicals/Process,2016,30-34,NA,0
Chemicals/Process,2016,35-39,NA,0
Chemicals/Process,2016,40-44,NA,0
Chemicals/Process,2016,45-49,NA,1
Chemicals/Process,2016,50-54,NA,2
Chemicals/Process,2016,55-59,NA,1
Chemicals/Process,2016,60-64,NA,1
Chemicals/Process,2016,65+,NA,0
Chemicals/Process,2016,NA,NA,0
Chemicals/Process,2017,15-19,NA,0
Chemicals/Process,2017,20-24,NA,2
Chemicals/Process,2017,25-29,NA,0
Chemicals/Process,2017,30-34,NA,0
Chemicals/Process,2017,35-39,NA,0
Chemicals/Process,2017,40-44,NA,0
Chemicals/Process,2017,45-49,NA,2
Chemicals/Process,2017,50-54,NA,1
Chemicals/Process,2017,55-59,NA,1
Chemicals/Process,2017,60-64,NA,0
Chemicals/Process,2017,65+,NA,0
Chemicals/Process,2017,NA,NA,0
Chemicals/Process,2018,15-19,NA,0
Chemicals/Process,2018,20-24,NA,0
Chemicals/Process,2018,25-29,NA,2
Chemicals/Process,2018,30-34,NA,0
Chemicals/Process,2018,35-39,NA,1
Chemicals/Process,2018,40-44,NA,0
Chemicals/Process,2018,45-49,NA,0
Chemicals/Process,2018,50-54,NA,2
Chemicals/Process,2018,55-59,NA,0
Chemicals/Process,2018,60-64,NA,0
Chemicals/Process,2018,65+,NA,0
Chemicals/Process,2018,NA,NA,0
Chemicals/Process,2019,15-19,NA,0
Chemicals/Process,2019,20-24,NA,0
Chemicals/Process,2019,25-29,NA,0
Chemicals/Process,2019,30-34,NA,1
Chemicals/Process,2019,35-39,NA,1
Chemicals/Process,2019,40-44,NA,0
Chemicals/Process,2019,45-49,NA,0
Chemicals/Process,2019,50-54,NA,1
Chemicals/Process,2019,55-59,NA,1
Chemicals/Process,2019,60-64,NA,0
Chemicals/Process,2019,65+,NA,1
Chemicals/Process,2019,NA,NA,0
Construction,2011,15-19,NA,10
Construction,2011,20-24,NA,38
Construction,2011,25-29,NA,34
