Industry Sector,Injury/Illness Year,Age Group,Gender,AllowedLostTime
Pulp & Paper,2011,50-54,Male,28
Pulp & Paper,2011,55-59,Male,13
Pulp & Paper,2011,60-64,Male,7
Pulp & Paper,2011,65+,Male,1
Pulp & Paper,2011,NA,Male,0
Pulp & Paper,2012,15-19,Male,0
Pulp & Paper,2012,20-24,Male,5
Pulp & Paper,2012,25-29,Male,2
Pulp & Paper,2012,30-34,Male,7
Pulp & Paper,2012,35-39,Male,12
Pulp & Paper,2012,40-44,Male,9
Pulp & Paper,2012,45-49,Male,11
Pulp & Paper,2012,50-54,Male,9
Pulp & Paper,2012,55-59,Male,12
Pulp & Paper,2012,60-64,Male,6
Pulp & Paper,2012,65+,Male,4
Pulp & Paper,2012,NA,Male,0
Pulp & Paper,2013,15-19,Male,1
Pulp & Paper,2013,20-24,Male,3
Pulp & Paper,2013,25-29,Male,6
Pulp & Paper,2013,30-34,Male,7
Pulp & Paper,2013,35-39,Male,4
Pulp & Paper,2013,40-44,Male,8
Pulp & Paper,2013,45-49,Male,6
Pulp & Paper,2013,50-54,Male,22
Pulp & Paper,2013,55-59,Male,9
Pulp & Paper,2013,60-64,Male,5
Pulp & Paper,2013,65+,Male,1
Pulp & Paper,2013,NA,Male,1
Pulp & Paper,2014,15-19,Male,1
Pulp & Paper,2014,20-24,Male,2
Pulp & Paper,2014,25-29,Male,8
Pulp & Paper,2014,30-34,Male,4
Pulp & Paper,2014,35-39,Male,13
Pulp & Paper,2014,40-44,Male,6
Pulp & Paper,2014,45-49,Male,8
Pulp & Paper,2014,50-54,Male,8
Pulp & Paper,2014,55-59,Male,11
Pulp & Paper,2014,60-64,Male,4
Pulp & Paper,2014,65+,Male,2
Pulp & Paper,2014,NA,Male,0
Pulp & Paper,2015,15-19,Male,0
Pulp & Paper,2015,20-24,Male,4
Pulp & Paper,2015,25-29,Male,6
Pulp & Paper,2015,30-34,Male,5
Pulp & Paper,2015,35-39,Male,5
Pulp & Paper,2015,40-44,Male,8
Pulp & Paper,2015,45-49,Male,12
Pulp & Paper,2015,50-54,Male,8
Pulp & Paper,2015,55-59,Male,12
Pulp & Paper,2015,60-64,Male,7
Pulp & Paper,2015,65+,Male,3
Pulp & Paper,2015,NA,Male,0
Pulp & Paper,2016,15-19,Male,0
Pulp & Paper,2016,20-24,Male,4
Pulp & Paper,2016,25-29,Male,3
Pulp & Paper,2016,30-34,Male,7
Pulp & Paper,2016,35-39,Male,6
Pulp & Paper,2016,40-44,Male,11
Pulp & Paper,2016,45-49,Male,5
Pulp & Paper,2016,50-54,Male,7
Pulp & Paper,2016,55-59,Male,14
Pulp & Paper,2016,60-64,Male,12
Pulp & Paper,2016,65+,Male,4
Pulp & Paper,2016,NA,Male,0
Pulp & Paper,2017,15-19,Male,0
Pulp & Paper,2017,20-24,Male,3
Pulp & Paper,2017,25-29,Male,6
Pulp & Paper,2017,30-34,Male,3
Pulp & Paper,2017,35-39,Male,6
Pulp & Paper,2017,40-44,Male,9
Pulp & Paper,2017,45-49,Male,11
Pulp & Paper,2017,50-54,Male,10
Pulp & Paper,2017,55-59,Male,11
Pulp & Paper,2017,60-64,Male,6
Pulp & Paper,2017,65+,Male,3
Pulp & Paper,2017,NA,Male,0
Pulp & Paper,2018,15-19,Male,0
Pulp & Paper,2018,20-24,Male,8
Pulp & Paper,2018,25-29,Male,8
Pulp & Paper,2018,30-34,Male,4
Pulp & Paper,2018,35-39,Male,8
Pulp & Paper,2018,40-44,Male,14
Pulp & Paper,2018,45-49,Male,11
Pulp & Paper,2018,50-54,Male,6
Pulp & Paper,2018,55-59,Male,19
Pulp & Paper,2018,60-64,Male,13
Pulp & Paper,2018,65+,Male,4
Pulp & Paper,2018,NA,Male,0
Pulp & Paper,2019,15-19,Male,1
Pulp & Paper,2019,20-24,Male,6
Pulp & Paper,2019,25-29,Male,9
Pulp & Paper,2019,30-34,Male,2
Pulp & Paper,2019,35-39,Male,12
Pulp & Paper,2019,40-44,Male,8
Pulp & Paper,2019,45-49,Male,13
Pulp & Paper,2019,50-54,Male,7
Pulp & Paper,2019,55-59,Male,9
Pulp & Paper,2019,60-64,Male,9
Pulp & Paper,2019,65+,Male,8
Pulp & Paper,2019,NA,Male,0
Schedule 2,2011,15-19,Male,43
Schedule 2,2011,20-24,Male,209
Schedule 2,2011,25-29,Male,490
Schedule 2,2011,30-34,Male,764
Schedule 2,2011,35-39,Male,888
Schedule 2,2011,40-44,Male,1003
Schedule 2,2011,45-49,Male,1214
Schedule 2,2011,50-54,Male,1077
Schedule 2,2011,55-59,Male,710
Schedule 2,2011,60-64,Male,334
Schedule 2,2011,65+,Male,94
Schedule 2,2011,NA,Male,0
Schedule 2,2012,15-19,Male,45
Schedule 2,2012,20-24,Male,219
Schedule 2,2012,25-29,Male,532
Schedule 2,2012,30-34,Male,697
Schedule 2,2012,35-39,Male,911
Schedule 2,2012,40-44,Male,921
Schedule 2,2012,45-49,Male,1114
Schedule 2,2012,50-54,Male,1030
Schedule 2,2012,55-59,Male,670
Schedule 2,2012,60-64,Male,289
Schedule 2,2012,65+,Male,88
Schedule 2,2012,NA,Male,1
Schedule 2,2013,15-19,Male,40
Schedule 2,2013,20-24,Male,161
Schedule 2,2013,25-29,Male,450
Schedule 2,2013,30-34,Male,675
Schedule 2,2013,35-39,Male,808
Schedule 2,2013,40-44,Male,974
Schedule 2,2013,45-49,Male,1041
Schedule 2,2013,50-54,Male,1055
Schedule 2,2013,55-59,Male,686
Schedule 2,2013,60-64,Male,336
Schedule 2,2013,65+,Male,115
Schedule 2,2013,NA,Male,3
Schedule 2,2014,15-19,Male,43
Schedule 2,2014,20-24,Male,165
Schedule 2,2014,25-29,Male,439
Schedule 2,2014,30-34,Male,750
Schedule 2,2014,35-39,Male,769
Schedule 2,2014,40-44,Male,910
Schedule 2,2014,45-49,Male,1038
Schedule 2,2014,50-54,Male,1082
Schedule 2,2014,55-59,Male,739
Schedule 2,2014,60-64,Male,382
Schedule 2,2014,65+,Male,137
Schedule 2,2014,NA,Male,0
Schedule 2,2015,15-19,Male,37
Schedule 2,2015,20-24,Male,162
Schedule 2,2015,25-29,Male,419
Schedule 2,2015,30-34,Male,713
Schedule 2,2015,35-39,Male,752
Schedule 2,2015,40-44,Male,893
Schedule 2,2015,45-49,Male,897
Schedule 2,2015,50-54,Male,989
Schedule 2,2015,55-59,Male,731
Schedule 2,2015,60-64,Male,301
Schedule 2,2015,65+,Male,104
Schedule 2,2015,NA,Male,0
Schedule 2,2016,15-19,Male,53
Schedule 2,2016,20-24,Male,185
Schedule 2,2016,25-29,Male,485
Schedule 2,2016,30-34,Male,771
Schedule 2,2016,35-39,Male,834
Schedule 2,2016,40-44,Male,855
Schedule 2,2016,45-49,Male,962
Schedule 2,2016,50-54,Male,1031
Schedule 2,2016,55-59,Male,776
Schedule 2,2016,60-64,Male,306
Schedule 2,2016,65+,Male,115
Schedule 2,2016,NA,Male,1
Schedule 2,2017,15-19,Male,58
Schedule 2,2017,20-24,Male,206
Schedule 2,2017,25-29,Male,544
Schedule 2,2017,30-34,Male,806
Schedule 2,2017,35-39,Male,881
Schedule 2,2017,40-44,Male,886
Schedule 2,2017,45-49,Male,1060
Schedule 2,2017,50-54,Male,1091
Schedule 2,2017,55-59,Male,775
Schedule 2,2017,60-64,Male,341
Schedule 2,2017,65+,Male,138
Schedule 2,2017,NA,Male,0
Schedule 2,2018,15-19,Male,87
Schedule 2,2018,20-24,Male,273
Schedule 2,2018,25-29,Male,707
Schedule 2,2018,30-34,Male,939
Schedule 2,2018,35-39,Male,958
Schedule 2,2018,40-44,Male,971
Schedule 2,2018,45-49,Male,1076
Schedule 2,2018,50-54,Male,1097
Schedule 2,2018,55-59,Male,779
Schedule 2,2018,60-64,Male,379
Schedule 2,2018,65+,Male,142
Schedule 2,2018,NA,Male,0
Schedule 2,2019,15-19,Male,83
Schedule 2,2019,20-24,Male,255
Schedule 2,2019,25-29,Male,721
Schedule 2,2019,30-34,Male,942
Schedule 2,2019,35-39,Male,989
Schedule 2,2019,40-44,Male,1008
Schedule 2,2019,45-49,Male,1020
Schedule 2,2019,50-54,Male,1040
Schedule 2,2019,55-59,Male,875
Schedule 2,2019,60-64,Male,394
Schedule 2,2019,65+,Male,169
Schedule 2,2019,NA,Male,1
Services,2011,15-19,Male,507
Services,2011,20-24,Male,1093
Services,2011,25-29,Male,957
Services,2011,30-34,Male,788
Services,2011,35-39,Male,730
Services,2011,40-44,Male,721
Services,2011,45-49,Male,740
Services,2011,50-54,Male,682
Services,2011,55-59,Male,505
Services,2011,60-64,Male,333
Services,2011,65+,Male,144
Services,2011,NA,Male,3
Services,2012,15-19,Male,499
Services,2012,20-24,Male,1177
Services,2012,25-29,Male,935
Services,2012,30-34,Male,782
Services,2012,35-39,Male,710
Services,2012,40-44,Male,656
Services,2012,45-49,Male,759
Services,2012,50-54,Male,666
Services,2012,55-59,Male,501
Services,2012,60-64,Male,303
Services,2012,65+,Male,145
Services,2012,NA,Male,3
Services,2013,15-19,Male,501
Services,2013,20-24,Male,1116
Services,2013,25-29,Male,903
Services,2013,30-34,Male,773
Services,2013,35-39,Male,702
Services,2013,40-44,Male,699
Services,2013,45-49,Male,679
Services,2013,50-54,Male,655
Services,2013,55-59,Male,512
Services,2013,60-64,Male,333
Services,2013,65+,Male,167
Services,2013,NA,Male,2
Services,2014,15-19,Male,496
Services,2014,20-24,Male,1013
Services,2014,25-29,Male,918
Services,2014,30-34,Male,754
Services,2014,35-39,Male,630
Services,2014,40-44,Male,597
Services,2014,45-49,Male,604
Services,2014,50-54,Male,649
Services,2014,55-59,Male,569
Services,2014,60-64,Male,326
Services,2014,65+,Male,203
Services,2014,NA,Male,7
Services,2015,15-19,Male,553
Services,2015,20-24,Male,1087
Services,2015,25-29,Male,924
Services,2015,30-34,Male,674
Services,2015,35-39,Male,594
Services,2015,40-44,Male,563
Services,2015,45-49,Male,609
Services,2015,50-54,Male,627
Services,2015,55-59,Male,510
Services,2015,60-64,Male,295
Services,2015,65+,Male,210
Services,2015,NA,Male,2
Services,2016,15-19,Male,607
Services,2016,20-24,Male,1266
Services,2016,25-29,Male,1003
Services,2016,30-34,Male,781
Services,2016,35-39,Male,649
Services,2016,40-44,Male,629
Services,2016,45-49,Male,606
Services,2016,50-54,Male,709
Services,2016,55-59,Male,568
Services,2016,60-64,Male,421
Services,2016,65+,Male,198
Services,2016,NA,Male,2
Services,2017,15-19,Male,692
Services,2017,20-24,Male,1298
Services,2017,25-29,Male,1057
Services,2017,30-34,Male,818
Services,2017,35-39,Male,686
Services,2017,40-44,Male,618
Services,2017,45-49,Male,649
Services,2017,50-54,Male,660
Services,2017,55-59,Male,588
Services,2017,60-64,Male,403
Services,2017,65+,Male,243
Services,2017,NA,Male,10
Services,2018,15-19,Male,708
Services,2018,20-24,Male,1475
Services,2018,25-29,Male,1222
Services,2018,30-34,Male,909
Services,2018,35-39,Male,742
Services,2018,40-44,Male,621
Services,2018,45-49,Male,666
Services,2018,50-54,Male,700
Services,2018,55-59,Male,686
Services,2018,60-64,Male,465
Services,2018,65+,Male,264
Services,2018,NA,Male,5
Services,2019,15-19,Male,695
Services,2019,20-24,Male,1474
Services,2019,25-29,Male,1145
Services,2019,30-34,Male,868
Services,2019,35-39,Male,743
Services,2019,40-44,Male,686
Services,2019,45-49,Male,650
Services,2019,50-54,Male,645
Services,2019,55-59,Male,695
Services,2019,60-64,Male,484
Services,2019,65+,Male,307
Services,2019,NA,Male,4
Transportation,2011,15-19,Male,76
Transportation,2011,20-24,Male,308
Transportation,2011,25-29,Male,363
Transportation,2011,30-34,Male,384
Transportation,2011,35-39,Male,473
Transportation,2011,40-44,Male,527
Transportation,2011,45-49,Male,577
Transportation,2011,50-54,Male,533
Transportation,2011,55-59,Male,423
Transportation,2011,60-64,Male,278
Transportation,2011,65+,Male,95
Transportation,2011,NA,Male,2
Transportation,2012,15-19,Male,67
Transportation,2012,20-24,Male,315
Transportation,2012,25-29,Male,385
Transportation,2012,30-34,Male,373
Transportation,2012,35-39,Male,441
Transportation,2012,40-44,Male,462
Transportation,2012,45-49,Male,584
Transportation,2012,50-54,Male,527
Transportation,2012,55-59,Male,411
Transportation,2012,60-64,Male,268
Transportation,2012,65+,Male,98
Transportation,2012,NA,Male,2
Transportation,2013,15-19,Male,75
Transportation,2013,20-24,Male,307
Transportation,2013,25-29,Male,348
Transportation,2013,30-34,Male,355
Transportation,2013,35-39,Male,384
Transportation,2013,40-44,Male,417
Transportation,2013,45-49,Male,536
Transportation,2013,50-54,Male,526
Transportation,2013,55-59,Male,450
Transportation,2013,60-64,Male,286
Transportation,2013,65+,Male,136
Transportation,2013,NA,Male,4
Transportation,2014,15-19,Male,72
Transportation,2014,20-24,Male,275
Transportation,2014,25-29,Male,375
Transportation,2014,30-34,Male,364
Transportation,2014,35-39,Male,379
Transportation,2014,40-44,Male,412
Transportation,2014,45-49,Male,464
Transportation,2014,50-54,Male,590
Transportation,2014,55-59,Male,464
Transportation,2014,60-64,Male,318
Transportation,2014,65+,Male,134
Transportation,2014,NA,Male,0
Transportation,2015,15-19,Male,76
Transportation,2015,20-24,Male,243
Transportation,2015,25-29,Male,328
Transportation,2015,30-34,Male,324
Transportation,2015,35-39,Male,307
Transportation,2015,40-44,Male,381
Transportation,2015,45-49,Male,425
Transportation,2015,50-54,Male,484
Transportation,2015,55-59,Male,429
Transportation,2015,60-64,Male,285
Transportation,2015,65+,Male,122
Transportation,2015,NA,Male,1
Transportation,2016,15-19,Male,84
Transportation,2016,20-24,Male,281
Transportation,2016,25-29,Male,339
Transportation,2016,30-34,Male,357
Transportation,2016,35-39,Male,338
Transportation,2016,40-44,Male,425
Transportation,2016,45-49,Male,449
Transportation,2016,50-54,Male,505
Transportation,2016,55-59,Male,495
Transportation,2016,60-64,Male,313
Transportation,2016,65+,Male,160
Transportation,2016,NA,Male,1
Transportation,2017,15-19,Male,78
Transportation,2017,20-24,Male,353
Transportation,2017,25-29,Male,374
Transportation,2017,30-34,Male,360
Transportation,2017,35-39,Male,350
Transportation,2017,40-44,Male,379
Transportation,2017,45-49,Male,437
Transportation,2017,50-54,Male,504
Transportation,2017,55-59,Male,454
Transportation,2017,60-64,Male,313
Transportation,2017,65+,Male,160
Transportation,2017,NA,Male,0
Transportation,2018,15-19,Male,104
Transportation,2018,20-24,Male,389
Transportation,2018,25-29,Male,423
Transportation,2018,30-34,Male,384
Transportation,2018,35-39,Male,419
Transportation,2018,40-44,Male,366
Transportation,2018,45-49,Male,468
Transportation,2018,50-54,Male,523
Transportation,2018,55-59,Male,511
Transportation,2018,60-64,Male,382
Transportation,2018,65+,Male,182
Transportation,2018,NA,Male,1
Transportation,2019,15-19,Male,101
Transportation,2019,20-24,Male,358
Transportation,2019,25-29,Male,391
Transportation,2019,30-34,Male,402
Transportation,2019,35-39,Male,388
Transportation,2019,40-44,Male,428
Transportation,2019,45-49,Male,451
Transportation,2019,50-54,Male,471
Transportation,2019,55-59,Male,542
Transportation,2019,60-64,Male,412
Transportation,2019,65+,Male,233
Transportation,2019,NA,Male,0
Agriculture,2011,15-19,NA,0
Agriculture,2011,20-24,NA,0
Agriculture,2011,25-29,NA,0
Agriculture,2011,30-34,NA,0
Agriculture,2011,35-39,NA,0
Agriculture,2011,40-44,NA,0
Agriculture,2011,45-49,NA,0
Agriculture,2011,50-54,NA,0
Agriculture,2011,55-59,NA,0
Agriculture,2011,60-64,NA,0
Agriculture,2011,65+,NA,0
Agriculture,2011,NA,NA,0
Agriculture,2012,15-19,NA,0
Agriculture,2012,20-24,NA,0
Agriculture,2012,25-29,NA,0
Agriculture,2012,30-34,NA,0
Agriculture,2012,35-39,NA,0
Agriculture,2012,40-44,NA,0
Agriculture,2012,45-49,NA,0
Agriculture,2012,50-54,NA,0
Agriculture,2012,55-59,NA,0
Agriculture,2012,60-64,NA,0
Agriculture,2012,65+,NA,0
Agriculture,2012,NA,NA,0
Agriculture,2013,15-19,NA,0
Agriculture,2013,20-24,NA,0
Agriculture,2013,25-29,NA,0
Agriculture,2013,30-34,NA,0
Agriculture,2013,35-39,NA,1
Agriculture,2013,40-44,NA,0
Agriculture,2013,45-49,NA,0
Agriculture,2013,50-54,NA,0
Agriculture,2013,55-59,NA,0
Agriculture,2013,60-64,NA,0
Agriculture,2013,65+,NA,0
Agriculture,2013,NA,NA,0
Agriculture,2014,15-19,NA,0
Agriculture,2014,20-24,NA,0
Agriculture,2014,25-29,NA,0
Agriculture,2014,30-34,NA,0
Agriculture,2014,35-39,NA,0
Agriculture,2014,40-44,NA,0
Agriculture,2014,45-49,NA,0
Agriculture,2014,50-54,NA,0
Agriculture,2014,55-59,NA,0
Agriculture,2014,60-64,NA,0
Agriculture,2014,65+,NA,0
Agriculture,2014,NA,NA,0
Agriculture,2015,15-19,NA,0
Agriculture,2015,20-24,NA,0
Agriculture,2015,25-29,NA,0
Agriculture,2015,30-34,NA,0
Agriculture,2015,35-39,NA,0
Agriculture,2015,40-44,NA,0
Agriculture,2015,45-49,NA,0
Agriculture,2015,50-54,NA,0
Agriculture,2015,55-59,NA,0
Agriculture,2015,60-64,NA,0
Agriculture,2015,65+,NA,0
Agriculture,2015,NA,NA,0
Agriculture,2016,15-19,NA,0
Agriculture,2016,20-24,NA,0
Agriculture,2016,25-29,NA,0
Agriculture,2016,30-34,NA,0
Agriculture,2016,35-39,NA,0
Agriculture,2016,40-44,NA,0
Agriculture,2016,45-49,NA,0
Agriculture,2016,50-54,NA,0
Agriculture,2016,55-59,NA,0
Agriculture,2016,60-64,NA,0
Agriculture,2016,65+,NA,0
Agriculture,2016,NA,NA,0
Agriculture,2017,15-19,NA,0
Agriculture,2017,20-24,NA,0
Agriculture,2017,25-29,NA,0
Agriculture,2017,30-34,NA,0
Agriculture,2017,35-39,NA,0
Agriculture,2017,40-44,NA,0
Agriculture,2017,45-49,NA,0
Agriculture,2017,50-54,NA,0
Agriculture,2017,55-59,NA,0
Agriculture,2017,60-64,NA,0
Agriculture,2017,65+,NA,0
Agriculture,2017,NA,NA,0
Agriculture,2018,15-19,NA,0
Agriculture,2018,20-24,NA,0
Agriculture,2018,25-29,NA,0
Agriculture,2018,30-34,NA,0
Agriculture,2018,35-39,NA,0
Agriculture,2018,40-44,NA,0
Agriculture,2018,45-49,NA,0
Agriculture,2018,50-54,NA,0
Agriculture,2018,55-59,NA,0
Agriculture,2018,60-64,NA,0
Agriculture,2018,65+,NA,0
Agriculture,2018,NA,NA,0
Agriculture,2019,15-19,NA,0
Agriculture,2019,20-24,NA,0
Agriculture,2019,25-29,NA,0
Agriculture,2019,30-34,NA,0
Agriculture,2019,35-39,NA,1
Agriculture,2019,40-44,NA,0
Agriculture,2019,45-49,NA,0
Agriculture,2019,50-54,NA,0
Agriculture,2019,55-59,NA,0
Agriculture,2019,60-64,NA,0
Agriculture,2019,65+,NA,0
Agriculture,2019,NA,NA,0
Automotive,2011,15-19,NA,0
Automotive,2011,20-24,NA,0
Automotive,2011,25-29,NA,0
Automotive,2011,30-34,NA,0
Automotive,2011,35-39,NA,0
Automotive,2011,40-44,NA,0
Automotive,2011,45-49,NA,0
Automotive,2011,50-54,NA,1
Automotive,2011,55-59,NA,1
Automotive,2011,60-64,NA,0
Automotive,2011,65+,NA,0
Automotive,2011,NA,NA,0
Automotive,2012,15-19,NA,0
Automotive,2012,20-24,NA,0
Automotive,2012,25-29,NA,0
Automotive,2012,30-34,NA,0
Automotive,2012,35-39,NA,0
Automotive,2012,40-44,NA,0
Automotive,2012,45-49,NA,0
Automotive,2012,50-54,NA,0
Automotive,2012,55-59,NA,0
Automotive,2012,60-64,NA,0
Automotive,2012,65+,NA,0
Automotive,2012,NA,NA,0
Automotive,2013,15-19,NA,0
Automotive,2013,20-24,NA,0
Automotive,2013,25-29,NA,0
Automotive,2013,30-34,NA,0
Automotive,2013,35-39,NA,0
Automotive,2013,40-44,NA,0
Automotive,2013,45-49,NA,0
Automotive,2013,50-54,NA,0
Automotive,2013,55-59,NA,0
Automotive,2013,60-64,NA,0
Automotive,2013,65+,NA,0
Automotive,2013,NA,NA,0
Automotive,2014,15-19,NA,0
Automotive,2014,20-24,NA,0
Automotive,2014,25-29,NA,0
Automotive,2014,30-34,NA,0
Automotive,2014,35-39,NA,0
Automotive,2014,40-44,NA,0
Automotive,2014,45-49,NA,0
Automotive,2014,50-54,NA,0
Automotive,2014,55-59,NA,0
Automotive,2014,60-64,NA,0
Automotive,2014,65+,NA,0
Automotive,2014,NA,NA,0
Automotive,2015,15-19,NA,0
Automotive,2015,20-24,NA,0
Automotive,2015,25-29,NA,0
Automotive,2015,30-34,NA,0
Automotive,2015,35-39,NA,0
Automotive,2015,40-44,NA,0
Automotive,2015,45-49,NA,0
Automotive,2015,50-54,NA,0
Automotive,2015,55-59,NA,0
Automotive,2015,60-64,NA,0
Automotive,2015,65+,NA,0
Automotive,2015,NA,NA,0
Automotive,2016,15-19,NA,0
Automotive,2016,20-24,NA,0
Automotive,2016,25-29,NA,0
Automotive,2016,30-34,NA,0
Automotive,2016,35-39,NA,0
Automotive,2016,40-44,NA,0
Automotive,2016,45-49,NA,0
Automotive,2016,50-54,NA,0
Automotive,2016,55-59,NA,0
Automotive,2016,60-64,NA,0
Automotive,2016,65+,NA,0
Automotive,2016,NA,NA,0
Automotive,2017,15-19,NA,0
Automotive,2017,20-24,NA,0
Automotive,2017,25-29,NA,0
Automotive,2017,30-34,NA,0
Automotive,2017,35-39,NA,0
Automotive,2017,40-44,NA,0
Automotive,2017,45-49,NA,0
Automotive,2017,50-54,NA,0
Automotive,2017,55-59,NA,0
Automotive,2017,60-64,NA,0
Automotive,2017,65+,NA,0
Automotive,2017,NA,NA,0
Automotive,2018,15-19,NA,0
Automotive,2018,20-24,NA,0
Automotive,2018,25-29,NA,0
Automotive,2018,30-34,NA,0
Automotive,2018,35-39,NA,0
Automotive,2018,40-44,NA,0
Automotive,2018,45-49,NA,0
Automotive,2018,50-54,NA,0
Automotive,2018,55-59,NA,0
Automotive,2018,60-64,NA,0
Automotive,2018,65+,NA,0
Automotive,2018,NA,NA,0
Automotive,2019,15-19,NA,0
Automotive,2019,20-24,NA,0
Automotive,2019,25-29,NA,0
Automotive,2019,30-34,NA,0
Automotive,2019,35-39,NA,0
Automotive,2019,40-44,NA,0
Automotive,2019,45-49,NA,0
Automotive,2019,50-54,NA,0
Automotive,2019,55-59,NA,0
Automotive,2019,60-64,NA,0
Automotive,2019,65+,NA,0
Automotive,2019,NA,NA,0
Chemicals/Process,2011,15-19,NA,0
Chemicals/Process,2011,20-24,NA,0
Chemicals/Process,2011,25-29,NA,0
Chemicals/Process,2011,30-34,NA,0
Chemicals/Process,2011,35-39,NA,0
Chemicals/Process,2011,40-44,NA,0
Chemicals/Process,2011,45-49,NA,0
Chemicals/Process,2011,50-54,NA,0
Chemicals/Process,2011,55-59,NA,0
Chemicals/Process,2011,60-64,NA,0
Chemicals/Process,2011,65+,NA,0
Chemicals/Process,2011,NA,NA,0
Chemicals/Process,2012,15-19,NA,0
Chemicals/Process,2012,20-24,NA,0
Chemicals/Process,2012,25-29,NA,0
Chemicals/Process,2012,30-34,NA,0
Chemicals/Process,2012,35-39,NA,0
Chemicals/Process,2012,40-44,NA,0
Chemicals/Process,2012,45-49,NA,0
Chemicals/Process,2012,50-54,NA,0
Chemicals/Process,2012,55-59,NA,0
Chemicals/Process,2012,60-64,NA,0
Chemicals/Process,2012,65+,NA,0
Chemicals/Process,2012,NA,NA,0
Chemicals/Process,2013,15-19,NA,0
Chemicals/Process,2013,20-24,NA,0
Chemicals/Process,2013,25-29,NA,0
Chemicals/Process,2013,30-34,NA,0
Chemicals/Process,2013,35-39,NA,0
Chemicals/Process,2013,40-44,NA,0
Chemicals/Process,2013,45-49,NA,0
Chemicals/Process,2013,50-54,NA,0
Chemicals/Process,2013,55-59,NA,0
Chemicals/Process,2013,60-64,NA,0
Chemicals/Process,2013,65+,NA,0
Chemicals/Process,2013,NA,NA,0
Chemicals/Process,2014,15-19,NA,0
Chemicals/Process,2014,20-24,NA,0
Chemicals/Process,2014,25-29,NA,0
Chemicals/Process,2014,30-34,NA,0
Chemicals/Process,2014,35-39,NA,0
Chemicals/Process,2014,40-44,NA,0
Chemicals/Process,2014,45-49,NA,0
Chemicals/Process,2014,50-54,NA,0
Chemicals/Process,2014,55-59,NA,0
Chemicals/Process,2014,60-64,NA,0
Chemicals/Process,2014,65+,NA,0
Chemicals/Process,2014,NA,NA,0
Chemicals/Process,2015,15-19,NA,0
Chemicals/Process,2015,20-24,NA,0
Chemicals/Process,2015,25-29,NA,0
Chemicals/Process,2015,30-34,NA,0
Chemicals/Process,2015,35-39,NA,0
Chemicals/Process,2015,40-44,NA,0
Chemicals/Process,2015,45-49,NA,0
Chemicals/Process,2015,50-54,NA,0
Chemicals/Process,2015,55-59,NA,0
Chemicals/Process,2015,60-64,NA,0
Chemicals/Process,2015,65+,NA,0
Chemicals/Process,2015,NA,NA,0
Chemicals/Process,2016,15-19,NA,0
Chemicals/Process,2016,20-24,NA,0
Chemicals/Process,2016,25-29,NA,0
Chemicals/Process,2016,30-34,NA,0
Chemicals/Process,2016,35-39,NA,0
Chemicals/Process,2016,40-44,NA,0
Chemicals/Process,2016,45-49,NA,0
Chemicals/Process,2016,50-54,NA,0
Chemicals/Process,2016,55-59,NA,0
Chemicals/Process,2016,60-64,NA,0
Chemicals/Process,2016,65+,NA,0
Chemicals/Process,2016,NA,NA,0
Chemicals/Process,2017,15-19,NA,0
Chemicals/Process,2017,20-24,NA,0
Chemicals/Process,2017,25-29,NA,0
Chemicals/Process,2017,30-34,NA,0
Chemicals/Process,2017,35-39,NA,0
Chemicals/Process,2017,40-44,NA,0
Chemicals/Process,2017,45-49,NA,0
Chemicals/Process,2017,50-54,NA,0
Chemicals/Process,2017,55-59,NA,0
Chemicals/Process,2017,60-64,NA,0
Chemicals/Process,2017,65+,NA,0
Chemicals/Process,2017,NA,NA,0
Chemicals/Process,2018,15-19,NA,0
Chemicals/Process,2018,20-24,NA,0
Chemicals/Process,2018,25-29,NA,0
Chemicals/Process,2018,30-34,NA,0
Chemicals/Process,2018,35-39,NA,0
Chemicals/Process,2018,40-44,NA,0
Chemicals/Process,2018,45-49,NA,0
Chemicals/Process,2018,50-54,NA,0
Chemicals/Process,2018,55-59,NA,0
Chemicals/Process,2018,60-64,NA,0
Chemicals/Process,2018,65+,NA,0
Chemicals/Process,2018,NA,NA,0
Chemicals/Process,2019,15-19,NA,0
Chemicals/Process,2019,20-24,NA,0
Chemicals/Process,2019,25-29,NA,0
Chemicals/Process,2019,30-34,NA,0
Chemicals/Process,2019,35-39,NA,0
Chemicals/Process,2019,40-44,NA,0
Chemicals/Process,2019,45-49,NA,0
Chemicals/Process,2019,50-54,NA,0
Chemicals/Process,2019,55-59,NA,0
Chemicals/Process,2019,60-64,NA,0
Chemicals/Process,2019,65+,NA,0
Chemicals/Process,2019,NA,NA,0
Construction,2011,15-19,NA,2
Construction,2011,20-24,NA,1
Construction,2011,25-29,NA,0
Construction,2011,30-34,NA,0
Construction,2011,35-39,NA,1
Construction,2011,40-44,NA,0
Construction,2011,45-49,NA,0
Construction,2011,50-54,NA,0
Construction,2011,55-59,NA,0
Construction,2011,60-64,NA,0
Construction,2011,65+,NA,0
Construction,2011,NA,NA,0
Construction,2012,15-19,NA,1
Construction,2012,20-24,NA,0
Construction,2012,25-29,NA,0
Construction,2012,30-34,NA,0
Construction,2012,35-39,NA,0
Construction,2012,40-44,NA,0
Construction,2012,45-49,NA,1
Construction,2012,50-54,NA,0
Construction,2012,55-59,NA,0
Construction,2012,60-64,NA,0
Construction,2012,65+,NA,0
Construction,2012,NA,NA,0
